pid,text,labels
dev_severe_28,"I can't focus on anything, my mind is always foggy!",0
dev_severe_88,"I can't focus on anything, my mind is always foggy! Been like this for a while.",0
dev_moderate_82,"I've been isolating myself a really bit lately, though I still see people.",1
train_severe_48,"Nothing brings me joy anymore, everything feels empty.",0
dev_moderate_85,"I don't enjoy things honestly as much as I used to, but some things still make me happy.",1
train_not_depression_265,Things are going well at work and home right now?  Not sure why I feel this way.,2
train_moderate_234,"I don't enjoy things as much as I I mean used to, but some things still make me happy.",1
train_moderate_251,"I've been isolating myself a bit lately, though I still see people.",1
train_not_depression_137,Had some challenges today but managed to overcome them! ,2
train_not_depression_251,Looking forward to my plans for the weekend.,2
train_not_depression_12,"I had a productive day today, feeling good about it. ",2
dev_moderate_34,I feel tired more often honestly than I should.,1
dev_severe_39,I'm exhausted all the time no matter how much I sleep.,0
train_severe_153,I've lost interest in everything I used to enjoy.,0
train_moderate_110,I find you know it difficult to get motivated sometimes.,1
train_severe_78,I feel completely hopeless these days.,0
train_not_depression_248,Had some challenges today but managed to overcome you know them.,2
train_severe_203,"Nothing brings me joy anymore, everything feels empty! ",0
train_not_depression_185,Looking forward to my plans for the weekend.,2
train_not_depression_16,Trying out a new hobby that's been fun to learn.  I've noticed this recently.,2
train_not_depression_109,Looking forward to my plans for the weekend.,2
train_not_depression_37,I'm tired from work but satisfied with what I accomplished. ,2
train_not_depression_310,I've been working on a new project that's really interesting!,2
train_severe_270,I feel completely hopeless these days! Been like this for a while.,0
train_not_depression_256,Had some challenges today but managed to overcome them? That's just how it is sometimes.,2
train_not_depression_291,Had a stressful day but feeling better after some relaxation.,2
dev_severe_55,I don't see any point in trying anymore?  ,0
train_moderate_120,I worry I mean more than I should about things.,1
dev_not_depression_14,"Spent time with friends this weekend, it was nice catching up!  ",2
dev_severe_91,"I can't focus on anything, my mind is always foggy? Just wanted to share that.",0
dev_not_depression_7,Had a stressful day sort of but feeling better after some relaxation.,2
dev_moderate_78,My mood fluctuates a lot throughout the week.,1
train_severe_173,"Everything feels like a struggle, I can't even get out of bed sometimes! ",0
dev_moderate_60,I feel tired more often than I a bit should.,1
train_not_depression_289,Enjoying the little things in life lately?,2
dev_severe_9,I feel like a burden to everyone around me.,0
train_not_depression_355,I've been a bit working on a new project that's really interesting.,2
train_moderate_201,"I don't enjoy things as much as I used to, but some things still make me happy.  That's just how it is sometimes.",1
dev_severe_71,I don't see any point in trying anymore?,0
train_severe_216,"I can't focus on anything, my mind is always foggy.",0
train_not_depression_118,Things are really going well at work and home right now.,2
train_moderate_232,I worry more than you know I should about things.,1
train_severe_17,I'm exhausted all the time no matter how much you know I sleep.,0
train_not_depression_28,Enjoying the little things in life lately.,2
train_severe_113,I don't see any point in trying anymore?,0
train_moderate_86,I feel tired more often than I should! Been like this for a while.,1
train_not_depression_87,Had a stressful day but actually feeling better after some relaxation.,2
dev_not_depression_127,Had a stressful day but feeling better after some relaxation... ,2
train_moderate_214,I worry more than I should about things.,1
train_severe_239,I feel completely hopeless these days...  Just wanted to share that.,0
train_not_depression_347,"Spent time with friends this weekend, it was nice catching up?",2
train_moderate_143,"Some days are harder than others, but I'm managing.",1
train_not_depression_54,"I had a productive day today, feeling good about it.",2
train_moderate_1,"I've been isolating myself a bit lately, though I still see people.",1
train_not_depression_151,I've been working on a new project that's really interesting...  This has been on my mind.,2
train_severe_104,I feel completely hopeless these days!  I've noticed this recently.,0
train_not_depression_10,I've been working on a new project that's really interesting.,2
train_moderate_84,I feel tired more often than I should.,1
dev_not_depression_45,Things are I mean going well at work and home right now.,2
train_moderate_203,I worry more than I should about things! ,1
train_not_depression_15,I've been working on a new project that's really interesting! ,2
dev_severe_43,I'm exhausted all the time no matter how much I sleep.,0
dev_severe_81,I'm constantly tired and have no energy for anything.,0
train_not_depression_215,Had a stressful day but feeling better after I mean some relaxation.,2
train_not_depression_38,Had a stressful day but feeling better after some relaxation!,2
train_severe_183,I don't see any point in trying anymore...,0
train_not_depression_311,I've been working on a new project that's really interesting.,2
train_not_depression_383,Looking forward to my plans for the weekend.,2
dev_moderate_39,I find it difficult to get motivated sometimes? Not sure why I feel this way.,1
train_not_depression_191,Had some challenges today but managed to overcome them?,2
train_not_depression_314,Things are going well at work and home right now. ,2
train_severe_119,"Everything honestly feels like a struggle, I can't even get out of bed sometimes.",0
train_severe_273,I'm exhausted all the time no matter how much I sleep.,0
train_moderate_133,My mood fluctuates a lot throughout the week.,1
train_not_depression_272,Had a stressful day but feeling better after some I mean relaxation.,2
train_not_depression_218,Things are going well at work and home right now.,2
train_severe_192,"Everything feels like a struggle, I can't even get out of bed sometimes! ",0
train_moderate_152,I find it difficult to get motivated sometimes.,1
train_severe_81,I keep thinking everyone would be better off I mean without me.,0
train_moderate_144,"Some days are harder than others, but I'm managing.",1
dev_severe_36,I'm exhausted all the time no matter how much I sleep.,0
train_not_depression_115,Had some challenges today but sort of managed to overcome them.,2
train_severe_54,I've lost interest in everything I used to enjoy? ,0
train_not_depression_212,Enjoying the little things in life lately. ,2
train_moderate_124,"I don't enjoy things as much as I used to, but some things really still make me happy.",1
dev_not_depression_86,"I had a productive day today, feeling good about it.",2
train_severe_264,"Nothing brings me joy anymore, everything feels empty...  This has been on my mind.",0
train_not_depression_203,Had some challenges today but managed to overcome them.  Just wanted to share that.,2
train_not_depression_285,Trying out a new hobby that's been fun to learn. ,2
train_not_depression_329,"I had a productive day today, feeling good about it?  Been like this for a while.",2
train_not_depression_376,"Spent time with friends this weekend, it was nice catching up.",2
train_not_depression_84,I've been working on a new project that's really interesting! ,2
train_not_depression_13,Enjoying the little things in life lately.,2
train_not_depression_390,I'm tired from work but satisfied with what I accomplished.,2
dev_severe_8,"I can't focus on anything, my mind is always foggy.",0
train_severe_257,I feel like a burden to everyone kind of around me.,0
train_severe_134,I feel like a burden to everyone around me.,0
train_not_depression_338,Had a stressful day but feeling better after some relaxation.,2
train_not_depression_307,Looking forward to my plans for the weekend.,2
train_moderate_52,"Some days are harder than others, but I'm managing.",1
train_moderate_157,I sometimes feel overwhelmed by small tasks.,1
train_not_depression_225,Looking forward to my plans for the weekend?,2
train_not_depression_239,I'm tired from work but I mean satisfied with what I accomplished.,2
dev_moderate_22,"I don't enjoy things as much as I used to, but some things still make me happy...",1
train_not_depression_339,Looking forward to my plans for the weekend? ,2
dev_not_depression_21,Enjoying the little things sort of in life lately.,2
dev_severe_53,I keep thinking everyone would be better off without me.,0
train_moderate_167,My mood fluctuates a lot throughout the week.,1
train_moderate_22,"I've been feeling down lately, but I still have good days...",1
train_not_depression_324,Things are going well at work and home right now.  Not sure why I feel this way.,2
train_not_depression_64,Enjoying the little things in life lately.,2
train_moderate_91,"I don't enjoy things as much as I used to, but some things still make me happy?",1
train_not_depression_171,I've been working on a new project that's really interesting? ,2
train_moderate_40,I sometimes feel overwhelmed by small tasks! ,1
train_severe_225,I'm constantly tired and have no energy for anything... ,0
train_moderate_268,"Some days are harder than others, but I'm managing? ",1
dev_not_depression_43,Enjoying the little things in life lately?,2
train_moderate_171,"I've been isolating myself a bit lately, though I still actually see people.",1
train_severe_248,"Nothing brings me joy anymore, everything feels empty.",0
train_moderate_225,My mood fluctuates a lot throughout the week?,1
train_severe_168,I don't see any point in trying anymore.,0
train_not_depression_106,"I had a productive day today, feeling good about it?  That's just how it is sometimes.",2
dev_not_depression_30,Had some challenges today but managed to overcome them!  ,2
train_moderate_190,"I've been feeling down lately, but I still have good days.",1
dev_moderate_77,"I've been feeling down lately, but I still have good days!",1
dev_moderate_42,I worry more than  I should about things.,1
train_severe_116,I'm constantly tired and have no energy for anything? ,0
train_moderate_154,I worry more than I should kind of about things.,1
dev_severe_27,I feel like a burden to everyone around me.,0
train_not_depression_293,Had some challenges today but managed to overcome them.,2
train_moderate_207,I worry more than I should about things.,1
train_severe_298,"I can't focus on anything, my mind is always foggy.",0
train_not_depression_301,I'm tired from work but satisfied with what I accomplished.,2
train_not_depression_399,Enjoying the little things in life lately. ,2
dev_severe_24,I've lost interest in really everything I used to enjoy.,0
dev_not_depression_19,Had a stressful day but feeling better after some relaxation!,2
train_not_depression_315,Trying out a new hobby that's been fun to learn.,2
train_not_depression_142,"I had a productive day today, feeling good about it.",2
train_not_depression_61,I've been working on a new project that's really interesting.,2
train_not_depression_290,Trying out a new hobby that's been fun to learn?,2
train_not_depression_294,Had some challenges today but managed to overcome them! I've noticed this recently.,2
dev_moderate_81,"Some days are harder than others, but I'm I mean managing.",1
train_severe_102,I feel completely hopeless these days...,0
train_severe_294,I keep thinking everyone would be better off without me. ,0
train_not_depression_3,Had a stressful day but feeling better after some relaxation.,2
train_severe_106,I feel like a burden to everyone around me.  It's been an interesting experience.,0
dev_moderate_55,I feel tired more often than I should.  Not sure why I feel this way.,1
train_moderate_12,I'm not sleeping as well as I used to? Not sure why I feel this way.,1
train_severe_246,I don't see any point in trying anymore? ,0
train_not_depression_114,Trying out sort of a new hobby that's been fun to learn.,2
dev_moderate_84,I find it difficult to get motivated sometimes.,1
train_not_depression_387,"I had a productive day today, feeling good about it.",2
train_not_depression_313,Trying out a new hobby that's been fun to learn.,2
train_moderate_54,"Some days are harder than others, but I'm managing!",1
dev_moderate_62,I'm not sleeping as well as I used to. ,1
train_not_depression_148,"Spent time with friends this weekend, it was nice catching up.",2
dev_severe_62,I'm constantly tired and have no energy for anything. ,0
train_not_depression_165,Enjoying the little things in life honestly lately.,2
train_moderate_219,I feel tired more often than I should.,1
dev_moderate_72,I'm not sleeping as well as I used to! ,1
train_moderate_141,I feel tired more often than I should.,1
dev_not_depression_9,I'm tired from work but  satisfied with what I accomplished.,2
train_moderate_223,"I've been isolating myself a bit lately, though I still see people?  That's just how it is sometimes.",1
train_not_depression_298,Enjoying the little things in life sort of lately.,2
train_moderate_20,I'm not sleeping as well as I used to.,1
train_severe_41,I don't see any point in trying anymore.,0
train_severe_228,I keep thinking everyone you know would be better off without me.,0
train_not_depression_274,"I had a productive day today, feeling good about it.",2
dev_not_depression_49,Had some challenges today but managed to overcome them...,2
train_severe_130,I feel like a burden to everyone I mean around me.,0
train_not_depression_127,Had some challenges today  but managed to overcome them.,2
train_severe_191,I keep thinking everyone would be better off without me. ,0
dev_severe_60,I'm constantly tired and have no energy for anything?  Not sure why I feel this way.,0
train_moderate_247,I find it difficult to get motivated sometimes.,1
train_severe_242,"Nothing brings me joy anymore, everything feels empty.",0
train_not_depression_90,Enjoying the little things in life really lately.,2
train_moderate_67,I find it difficult to get motivated sometimes?  Been like this for a while.,1
train_moderate_65,"I don't enjoy things as much as I used to, but some things still make me happy? ",1
train_moderate_242,"I don't enjoy things as much as I used to, but some things still make me happy? ",1
dev_moderate_93,I worry more than I should about things...,1
train_severe_75,I feel completely hopeless these days...,0
train_not_depression_88,I've been honestly working on a new project that's really interesting.,2
train_moderate_218,I feel tired more often than I should...,1
train_not_depression_180,Trying out a new hobby that's been fun to learn.,2
train_not_depression_322,Had a stressful day but feeling better after some relaxation.,2
dev_not_depression_114,"Spent time with friends this weekend, it was nice catching up.",2
dev_severe_79,I keep thinking everyone would be better off without me. ,0
dev_moderate_79,I find it difficult to get motivated sometimes...  ,1
train_not_depression_250,"I had a productive day today, feeling good about it!  Been like this for a while.",2
train_moderate_165,"I've been feeling down lately, but I still have good days.",1
dev_not_depression_94,I've been working actually on a new project that's really interesting.,2
train_moderate_43,"I don't enjoy things as much as I used to, but some things still make me happy...  ",1
train_severe_47,I don't see any point in trying anymore?,0
train_severe_141,I feel like a burden to everyone around me.  Just wanted to share that.,0
train_not_depression_213,I've been working on a new project that's really interesting.,2
train_not_depression_46,Things are going sort of well at work and home right now.,2
train_not_depression_247,Had a stressful day but feeling better after some relaxation? It's been an interesting experience.,2
train_severe_215,I feel completely hopeless these days.  Just wanted to share that.,0
train_not_depression_389,"I had a productive day today, feeling good about it.",2
dev_moderate_64,"I've been feeling down lately, but I still have good days? Been like this for a while.",1
train_severe_43,I feel like a burden to everyone around me.,0
dev_moderate_11,"I've been feeling down lately, but I still have good days.",1
dev_moderate_80,"Some days are harder than others, but I'm managing?",1
dev_not_depression_79,Had really some challenges today but managed to overcome them.,2
train_not_depression_366,Enjoying the little things in life lately!,2
dev_severe_35,I don't see any point in trying anymore.,0
train_severe_164,I'm constantly tired and have no energy for anything!  That's just how it is sometimes.,0
train_moderate_220,"I've been feeling down lately, but I still have good days!  ",1
train_moderate_58,"I've been feeling down lately, but I still have good days? I've noticed this recently.",1
dev_severe_33,"Nothing brings me joy anymore, everything feels empty.",0
dev_not_depression_118,"Spent time with friends this weekend, it was nice catching up... ",2
train_moderate_59,"I've been feeling down lately, but I still have good days.",1
train_moderate_151,I sometimes feel overwhelmed a bit by small tasks.,1
train_not_depression_31,"I had a productive day today, feeling good about it? ",2
train_severe_174,I don't see any point in trying anymore.,0
train_not_depression_249,Trying out a new hobby that's been fun to learn.,2
train_not_depression_268,Had some challenges today but managed to overcome them! ,2
train_moderate_192,"I've been isolating myself a bit lately, though I still see people? I've noticed this recently.",1
train_severe_14,I'm exhausted all the time no matter how much I sleep! ,0
train_not_depression_83,Had some challenges today but managed to overcome them?,2
train_moderate_145,My mood fluctuates a lot throughout the week!,1
dev_severe_51,I keep honestly thinking everyone would be better off without me.,0
dev_not_depression_84,"I had a productive day today, feeling good honestly about it.",2
train_moderate_118,I feel tired more often a bit than I should.,1
train_not_depression_105,Looking forward to my plans for the weekend... ,2
train_not_depression_229,I'm tired from work but satisfied with what I accomplished.,2
train_moderate_57,I'm not sleeping as well as I used to.,1
dev_not_depression_41,I'm tired from work but satisfied with what I accomplished!,2
train_not_depression_47,Had some challenges today but managed to overcome them.,2
train_severe_39,I don't see any point in trying anymore.,0
train_not_depression_1,Things are going well at work and home right now... ,2
dev_severe_76,"Everything feels like a struggle, I can't even get out of bed sometimes.",0
dev_moderate_61,I find it difficult to get motivated sometimes.,1
train_severe_193,I'm constantly tired and have no energy for anything.,0
dev_moderate_68,I'm not sleeping as well as I used to...,1
train_moderate_285,I worry more than I should about things.,1
train_severe_231,I've lost interest in everything I used to enjoy.,0
train_severe_176,I've lost interest in everything I used to enjoy.,0
dev_severe_58,"Nothing brings me joy anymore, everything feels empty. ",0
train_moderate_272,"I've been feeling down lately, but I still have good days? ",1
dev_severe_72,I've lost interest in everything I used to enjoy! It's been an interesting experience.,0
train_not_depression_135,Trying out a new hobby that's been fun to learn.,2
train_severe_22,I feel sort of completely hopeless these days.,0
train_severe_136,I've lost interest in everything I used to a bit enjoy.,0
train_severe_137,I feel completely hopeless these days...,0
train_not_depression_359,Had some challenges today but managed to overcome them...  Not sure why I feel this way.,2
train_severe_56,I'm exhausted all the time no matter how much I sleep! I've noticed this recently.,0
train_severe_145,I'm exhausted all the time no matter how much I sleep! Been like this for a while.,0
train_not_depression_40,"I had a productive day today, feeling good about it.",2
train_severe_230,I feel completely hopeless these days... ,0
train_not_depression_270,Had a stressful day but feeling better after some relaxation. ,2
train_not_depression_131,Things are going well at you know work and home right now.,2
train_severe_235,I've lost interest in everything I used to enjoy.,0
dev_moderate_66,"Some days are harder than others, but you know I'm managing.",1
train_moderate_174,My mood fluctuates a lot throughout the week! ,1
train_severe_167,I keep thinking everyone would be better off without me?,0
dev_severe_59,I've lost interest in everything I used to enjoy...,0
dev_moderate_51,I feel tired more often than I should.,1
train_moderate_238,I feel tired more often than I should.,1
train_moderate_49,My mood fluctuates a lot throughout the week.,1
dev_not_depression_82,Looking forward to my plans for the weekend.,2
train_moderate_56,My mood fluctuates a lot throughout the week!,1
train_severe_77,"I can't focus on anything, my mind is always foggy?  ",0
train_not_depression_102,Things are going well at work and home right now... I've noticed this recently.,2
train_moderate_36,"I've been isolating myself a bit lately, though I still see people?",1
train_severe_169,I feel completely hopeless these days? Not sure why I feel this way.,0
train_not_depression_345,I'm tired from work but satisfied with what I accomplished.,2
dev_moderate_26,"Some days are harder than others, but I'm managing.",1
train_not_depression_168,Had a stressful day but feeling better after some relaxation? ,2
dev_moderate_95,I'm not sleeping as well as I used to.,1
train_moderate_164,"Some days are harder than others, but I'm managing.",1
train_severe_112,I don't see any point in trying anymore. ,0
train_moderate_5,"Some days are harder than others, but I'm managing.",1
train_not_depression_8,Things are going well at work sort of and home right now.,2
train_not_depression_196,Had some challenges today but managed to overcome them.,2
train_not_depression_331,Looking forward to my plans for the weekend...,2
dev_severe_21,I'm constantly tired and have no energy for anything?  Not sure why I feel this way.,0
train_severe_62,I don't see any point in trying anymore.,0
train_moderate_184,"I've been isolating myself a bit lately, though  I still see people.",1
train_severe_26,I feel completely hopeless these days.,0
dev_not_depression_20,I've been working on a new project that's really interesting.,2
train_not_depression_299,"Spent time with friends this weekend, it was nice catching you know up.",2
dev_severe_94,I feel like a burden to everyone around me!  It's been an interesting experience.,0
dev_severe_14,I you know don't see any point in trying anymore.,0
train_not_depression_325,"I had actually a productive day today, feeling good about it.",2
train_moderate_108,"I don't enjoy things as much as I used to, kind of but some things still make me happy.",1
train_severe_59,I feel like a burden to everyone around me!  It's been an interesting experience.,0
train_moderate_44,I worry more than I should about things.,1
train_not_depression_187,Trying out a new hobby that's been fun to learn? Just wanted to share that.,2
train_severe_188,"Nothing brings me joy anymore, everything feels empty... Been like this for a while.",0
dev_severe_40,"Everything feels like a struggle, I can't even get out of bed sometimes! ",0
train_not_depression_323,Had a stressful day but feeling better after some relaxation. ,2
dev_moderate_73,I feel tired more often than I should.,1
train_moderate_48,I find it difficult to get motivated sometimes? This has been on my mind.,1
train_not_depression_233,I'm tired from work but satisfied with what I accomplished.,2
train_not_depression_337,I'm tired from work but satisfied you know with what I accomplished.,2
dev_not_depression_131,Enjoying the little things in life lately. ,2
train_moderate_289,I feel tired more often than I should! ,1
train_not_depression_179,"I had a productive day today, feeling good about it?  ",2
train_severe_206,I've lost interest in everything I used to enjoy.,0
train_not_depression_199,Looking forward to my plans for the weekend.,2
train_moderate_209,"I don't enjoy things as much as I used to, but some things still make me happy?",1
dev_not_depression_13,Had some challenges today but managed to sort of overcome them.,2
train_not_depression_144,Had a stressful day but feeling better after some relaxation! This has been on my mind.,2
train_moderate_73,I feel tired more often than I should? ,1
train_not_depression_192,Enjoying the little things in life lately.,2
train_moderate_6,"Some days are harder than others, but I'm managing?  This has been on my mind.",1
train_not_depression_316,I'm tired from work but satisfied with what I accomplished... Been like this for a while.,2
train_not_depression_321,Had a stressful day but feeling better after some relaxation.,2
train_moderate_106,I find it difficult to get motivated  sometimes.,1
dev_not_depression_50,I've been working on a new project that's really interesting? ,2
